text,sentiment,race,category
@__bresus oh as long as he wasn't ugly,Negative,Positive,neg_pos
“@PaulaChihuahua:  I'm lonely as shit now lol” man what lol,Negative,Positive,neg_pos
“@devthegreat_: @__Leaaaa calm down little head”,Negative,Positive,neg_pos
“@Andsheball_x12: You kiss my neck ...  you might as well get ready”,Negative,Positive,neg_pos
@Nishe_xo lmaoo Yasssss leg!! #iCant ✋,Negative,Positive,neg_pos
@GwinneePooh lol! Ooop! My sound was off,Negative,Positive,neg_pos
@Youmade_idgf Go To Sleep,Negative,Positive,neg_pos
"Lol ain't this some shit, Beyoncé name gets spell checked on IPhones! I wanted to spell it with a regular e.",Negative,Positive,neg_pos
@JasiriB @OfficialJahPolo told dis nigga it ment Goodmorning,Negative,Positive,neg_pos
I'm ugly? @RenzoBenz0,Negative,Positive,neg_pos
@__risan  I love weave tho,Negative,Positive,neg_pos
"Tlkin bout 	hey was Beef Yakkkn"" """,Negative,Positive,neg_pos
I need to try my FaceTime out I only used it once,Negative,Positive,neg_pos
@____kaylaaaaaa they weak maybe you should help them out!,Negative,Positive,neg_pos
I'm bout to order,Negative,Positive,neg_pos
These Sucking Ass Redskins Fans &lt;&lt;&lt;,Negative,Positive,neg_pos
Finna get ready for work. I'm beyond sleepy!!,Negative,Positive,neg_pos
class bout to be dry asf without darnelle.. he was the class clown!,Negative,Positive,neg_pos
Liness longggg Af,Negative,Positive,neg_pos
got me in my feelings,Negative,Positive,neg_pos
It take me alot to orally please somebody  that's probably why I'm lonely,Negative,Positive,neg_pos
Is a relationship too much to ask for?,Negative,Positive,neg_pos
Just getting home from work,Negative,Positive,neg_pos
“@AsianMyyuan_: @BWA_SupahMann Im going to Stay ” wtf? Oh lawwd,Negative,Positive,neg_pos
People always wanna be seen ✋,Negative,Positive,neg_pos
@heDidThat_ @BambiCocaine  DARE to be different,Negative,Positive,neg_pos
I love girls that got pretty hair or a long ass weave . I just love long hair,Negative,Positive,neg_pos
I Think I Wanna Go To My Auntie Shop &amp; Get My Hair Done Over,Negative,Positive,neg_pos
i need some maple story in my life,Negative,Positive,neg_pos
my phone on 4%,Negative,Positive,neg_pos
Shawty keep tweeting dumb shit like stfuu,Negative,Positive,neg_pos
"Dwl @ \Gyal Dem Creame and Crackers"" """,Negative,Positive,neg_pos
My tv was behind oh,Negative,Positive,neg_pos
I still gotta go to the store tho,Negative,Positive,neg_pos
“@19inMy_NINA: I miss Dd ”,Negative,Positive,neg_pos
It's cold af in this hospital,Negative,Positive,neg_pos
I feel like my stomach is touching my back out this bitch,Negative,Positive,neg_pos
Some if these girls just turning 14 big to be just turning 14,Negative,Positive,neg_pos
"Why TF is \Hey There Lonely Girl"" by Eddie Holman playing over &amp; over &amp; over in my head""",Negative,Positive,neg_pos
Niggas b lik y u nvr returned mg call &amp; bruh I txtd yo ass lik 5 times.. I got a new # Ian get em..,Negative,Positive,neg_pos
I gotta get out of that,Negative,Positive,neg_pos
Karisha Laugh Ugly,Negative,Positive,neg_pos
"got woken up by my niece , why lawd ?!",Negative,Positive,neg_pos
I know tasha feel shawty ashit!! She should'nt have did that dumb ass shit anyway that shit wasn't cool nor was it funny!!,Negative,Positive,neg_pos
“@HeWantAMolly: This Bitch Keep Talking To Me And Im Holding My Nose She Dont Get The Picture”,Negative,Positive,neg_pos
"IG : Rich_HomieDude 
Facebook : 
MySpace :
Bebo :",Negative,Positive,neg_pos
Im bouta b high as shit aint smoked in 3months nd im doin a facial of loud #wow is how im feelin,Negative,Positive,neg_pos
I still haven't got in the shower,Negative,Positive,neg_pos
@Kizzlee__ awe man,Negative,Positive,neg_pos
Bout time to lock down Jeff ass,Negative,Positive,neg_pos
My emotions!!!!,Negative,Positive,neg_pos
Somebody send me some lives on Candy crush,Negative,Positive,neg_pos
"\@finessin_flexin:  damn my grandma just passed this morning shit ain't right"" Sorry for your lost!""",Negative,Positive,neg_pos
He fucking said onions I ain't hear that one before,Negative,Positive,neg_pos
Crystal don't even have no gas,Negative,Positive,neg_pos
Let's fire up,Negative,Positive,neg_pos
. People say anything these days O god,Negative,Positive,neg_pos
Omg.... I want some BBQ,Negative,Positive,neg_pos
WTF YOOOOO IM BORED ASF,Negative,Positive,neg_pos
Only If Me &amp; Malik Wasn't Beefing,Negative,Positive,neg_pos
I'm not feeling this new twitter at all,Negative,Positive,neg_pos
I get no twitter love,Negative,Positive,neg_pos
lol Markese hilarious,Negative,Positive,neg_pos
Barack ain't Hittin that right man!!!,Negative,Positive,neg_pos
“@KingRoman: @Leakeyz_ALeeBye no hoes that's not even from round here who barely no me”,Negative,Positive,neg_pos
@__KayyyCouture YouTube gurl #CTFU!!!!!!!,Negative,Positive,neg_pos
When I eat this child likes to be in my rib,Negative,Positive,neg_pos
"“@_JNene: I talk more  then a little but I'll beat tf out of a bitch too  &lt;&lt; you talkn hella cash, but you can't fight",Negative,Positive,neg_pos
"Almost messed myself up today , just insta  I almost put that pic from Friday on there",Negative,Positive,neg_pos
Might be drinkin henny tonight,Negative,Positive,neg_pos
Pray for me,Negative,Positive,neg_pos
I need 2k,Negative,Positive,neg_pos
who wants too come get me?,Negative,Positive,neg_pos
“@iLoveeeLucy: I miss cheeks ”I miss you too,Negative,Positive,neg_pos
NANDI OR TAY ! @lastqveen_ @sk1nnychica,Negative,Positive,neg_pos
My nose bleed to much,Negative,Positive,neg_pos
Got me in this ghetto ass Home Run pizza on the Westside,Negative,Positive,neg_pos
"@imSoBRIyond_it I stole your header , I got it off Instagram  I couldn't resist lol",Negative,Positive,neg_pos
@_fryKEEM  Oh Cause I Was Finna Sayyy,Negative,Positive,neg_pos
well “@Gorgeous_B01: @Pooh_est88 i Meant To Use This Emoji ”,Negative,Positive,neg_pos
"imean ithought I was feeling a lil better , but dealing w|this bitch , im still gone feel the same way",Negative,Positive,neg_pos
“@RandomlyRajah_: I need a $100 real quick”g me fucking too!,Negative,Positive,neg_pos
Ughh I don't feel like doing this 11-7 I wanna shop,Negative,Positive,neg_pos
Instagram got videos now ayeeeee doe,Negative,Positive,neg_pos
“@charlie_redz: @FlyUnkNev  smh black ppl” ✊,Negative,Positive,neg_pos
Quan think he going keep my car charger !!  that's out !,Negative,Positive,neg_pos
I miss my mother,Negative,Positive,neg_pos
"\@__Tyjuane:  I just burned my tongue with this hot chocolate""  Stop being greedy.""",Negative,Positive,neg_pos
"Under the cover , now you know she depressed !",Negative,Positive,neg_pos
my mouth is something serious lol I swear I don't being care  I can't hold my tongue for nothing or nobody,Negative,Positive,neg_pos
I'm Feeling So Dammn Bad,Negative,Positive,neg_pos
Before my nap I was think about this damn chicken when I got up it was gone,Negative,Positive,neg_pos
Gucci's twitter got deleted,Negative,Positive,neg_pos
"“@Kay_Sabri: @justinkayse_  don't be surprise when you see a \ just married "" invitation” oh god""",Negative,Positive,neg_pos
"I got called in to go to work earlier , niggas don't respect my hunger issues",Negative,Positive,neg_pos
Wait I'm not going to sleep because I can't find my remote,Negative,Positive,neg_pos
New # ... My  so dry,Negative,Positive,neg_pos
"\@DopeIsJuan: You still fight with ya ex? Lmao  idk about you but I don't fight with mfs I no longer care about or fuck with ✋""""",Negative,Positive,neg_pos
@phuck__off no u needa relax,Negative,Positive,neg_pos
Y do I miss @ItsJustRis_  she soo fony,Negative,Positive,neg_pos
my night is the fucking worse,Negative,Positive,neg_pos
DAMN I MISS MY BAE SO FUCKIN MUCH .,Negative,Positive,neg_pos
"\@victoriaTFSS: I hate y'all fake pretty bitches dog ""#HONESTTTTTT""",Negative,Positive,neg_pos
@ZakiyyahLewis  you not gone @ her tho! I wanna see,Negative,Positive,neg_pos
"“@Trinae_: I need to figure out what I'm getting my mama, daddy, sister, and brother for Christmas. ” and me",Negative,Positive,neg_pos
My nose stopped up,Negative,Positive,neg_pos
When u talking to a nigga with a babymom it's nothing but drama  I can't even keep up,Negative,Positive,neg_pos
My mom drawlin,Negative,Positive,neg_pos
Uggghhhhhh I hate her mouth,Negative,Positive,neg_pos
“@theylovearie: @x_ThatsFatsss  awed you have little spots” I'm having a allergic reaction to something I don't know .,Negative,Positive,neg_pos
They Drawn On Here Smoking Weed Thou,Negative,Positive,neg_pos
Ohyeah And She ThiCk,Negative,Positive,neg_pos
wish my dad hurry up and come home i need him !,Negative,Positive,neg_pos
Somebody needs to come fill my tank up dawggg,Negative,Positive,neg_pos
Jp went to a club and didn't invite me lmao I really want to go it looks like fun,Negative,Positive,neg_pos
@siaani__ wake tf up i gotta ask u something,Negative,Positive,neg_pos
He Play All Day,Negative,Positive,neg_pos
Going to bed,Negative,Positive,neg_pos
“@LovelyBreaa_: I thought twitter was for you to tweet what's on your mind why are you bitches always angry”I'm trynna figure that out,Negative,Positive,neg_pos
I wanna go too sherwood cee being boring,Negative,Positive,neg_pos
"ok im gone , nighty night - keep ya butthole tight ✌️",Negative,Positive,neg_pos
I hate nansaaaaye,Negative,Positive,neg_pos
If yu never text me anymore I guess yu don't fuck wit me,Negative,Positive,neg_pos
I see the same tweets everyday,Negative,Positive,neg_pos
What's y'all want me to  I'm sorry,Negative,Positive,neg_pos
“@Dior_MostWanted: Bitches be like u aint have my niggah like i had  em  shitting me”I had em better,Negative,Positive,neg_pos
I Got All These Bitches That Wanna Fuck Me ✋✋,Negative,Positive,neg_pos
“@JENandJuice216: Ohhhhhh myyyyy goodness!!!! This syndrome that jaz just gave me!!!! I'm over here bussin up !!!!”,Negative,Positive,neg_pos
Gemini's are big HOES,Negative,Positive,neg_pos
#oomf looked good today,Negative,Positive,neg_pos
They locked that sharkeisha bitch up,Negative,Positive,neg_pos
"“@JDS__19: \@Monaiii_: “@JDS__19: Need someone to talk to until I fall asleep.”Awww Bri.""I can't sleep at all”me either Bri .... sike""",Negative,Positive,neg_pos
"I love y'all hoes , lmaoo y'all make my fucking day  sneak dissing and shit but next time \ @ "" me BITCH """,Negative,Positive,neg_pos
"I hate a Dick riding ass bitch, wanna be friends with everybody ass bitch, calling everybody sis ass bitch, tryna be down ass btch",Negative,Positive,neg_pos
Fuck that I'm buying some uggs on Saturday and my other pair ima order online it's cold as shit,Negative,Positive,neg_pos
"“@trillchickaa_: @ObeyyJay_11 lol he got the curse out to, lol not only u boo boo.”Boo Boo  lol you ain't just say that ?",Negative,Positive,neg_pos
This is The Best Sex Weather,Negative,Positive,neg_pos
I need my hair done !!,Negative,Positive,neg_pos
Never trip over what ain't mine ✋,Negative,Positive,neg_pos
"\@Jataejaneir___: Single as hell &amp; it's gone be like this for a long ass time"" man what?""",Negative,Positive,neg_pos
I ain't hungry,Negative,Positive,neg_pos
“@pootaTHEproblem: I told y'all Vorris was gone get in trouble ” Shut up hoe,Negative,Positive,neg_pos
Yo bitch can't stand on side of me,Negative,Positive,neg_pos
Dimeia funny as shit!!!!,Negative,Positive,neg_pos
These niggas say they killas but these nigga just some hoes,Negative,Positive,neg_pos
“@Pooh_ONAIR Haven't eaten a full meal in two days ”,Negative,Positive,neg_pos
@_AriThugginCuh  lmfao chill that bitch ain't touch me! That was Tyhesha ass!,Negative,Positive,neg_pos
“@DreFilipacchi: Hoes cut and bleached all their pants for the summer.. Now they ain't got nothing to wear for the winter.. ”I'm Weak,Negative,Positive,neg_pos
Singing Trading Places by Usher,Negative,Positive,neg_pos
I hate when people dawggggg through stuff,Negative,Positive,neg_pos
I wish every sneaker had the memory foam insoles that the Kobe 8s have... foot feel like u wlkn in Heaven,Negative,Positive,neg_pos
Would u believe me if I said I'm still up,Negative,Positive,neg_pos
“@RatedNay: I be peepin shit from the rip” nigga u aint slick! Lemme smell ya dick,Negative,Positive,neg_pos
"\@3J_KoolAf: Ima say dis and I'm done....ONLY IF I CUD MAKE YA MY OLE LADY LOL  IGONE ...Goodnight yall"" whaaaaaaaa! """,Negative,Positive,neg_pos
"Side bitches be like... Y'all still together?
 ͟ ͟ ͟ ͟ ͟ ͟ ͟
 ͟ ͟ ͟ ͟ ͟ ͟ ͟
 ͟ ͟ ͟ ͟ ͟ ͟ ͟
 ͟ ͟ ͟ ͟ ͟ ͟ ͟
 ͟ ͟ ͟ ͟ ͟ ͟ ͟",Negative,Positive,neg_pos
Kasia booty nice and round,Negative,Positive,neg_pos
This Hoes Worship  Beyonce . . .,Negative,Positive,neg_pos
somebody call me  bored,Negative,Positive,neg_pos
All the hoes hoped on him so quick,Negative,Positive,neg_pos
no matter how hard I try I can't walk away .,Negative,Positive,neg_pos
My phone really won't charge,Negative,Positive,neg_pos
@LeBronVuitton drayas box though,Negative,Positive,neg_pos
"smh, 3more days",Negative,Positive,neg_pos
I need a female best friend cuh,Negative,Positive,neg_pos
“@Billy_Bill717: @TheAshToUrBlunt  I'm tweeting songs” lol I ain't even peep tho bro I was just bored and seen you on my TL,Negative,Positive,neg_pos
I wanna do something freaky to you  babyyyyyyyyy,Negative,Positive,neg_pos
theyy fckdd onna first night,Negative,Positive,neg_pos
Taz Goin Be Madd At Me,Negative,Positive,neg_pos
What was that noise nothing nigga I just coughed,Negative,Positive,neg_pos
I been nice too long tho,Negative,Positive,neg_pos
“@walef0larin: I'm in love w/ dreadheads ”,Negative,Positive,neg_pos
"“@xoxo___Shay: Hey girl, how you doing? My name is Charlie last name Wilson !”",Negative,Positive,neg_pos
Her Date Though,Negative,Positive,neg_pos
@superwifeytype I AINT GOT NO HOES,Negative,Positive,neg_pos
Jazmine Not Comein Over,Negative,Positive,neg_pos
And I'm still laying down shit real,Negative,Positive,neg_pos
"I never said shawty name in none of my tweets, cut dat out boo boo",Negative,Positive,neg_pos
"@xx_IamSalute_xx lawd, you gone be up all night",Negative,Positive,neg_pos
"@sowavycash I knnnooowwwwwww , whole time he prolly said wassup &amp; I replied WHO THIS",Negative,Positive,neg_pos
It's this fat ass couple that live above me that just fuck all day disturbing my studying ceiling just be knocking,Negative,Positive,neg_pos
@_goldenbeautyy lmmfaoooo naw this ain't no lor crush like I REEEAAALLLYYYYYYYYYYY like her lmao.❤,Negative,Positive,neg_pos
I still ain't get up,Negative,Positive,neg_pos
"You broke as a joke, but it ain't even funny",Negative,Positive,neg_pos
Nicki Minaj will be on the D-Low for 2 months,Negative,Positive,neg_pos
Owe chelsie jus,Negative,Positive,neg_pos
why ppl playing on my phone,Negative,Positive,neg_pos
"@AshingBlunts  shrugs she stay making 	he Ian face"" I had to lmao""",Negative,Positive,neg_pos
Soo rashad was boutta have another bby,Negative,Positive,neg_pos
It's cold outside,Negative,Positive,neg_pos
I dont have any to givee  memba im ig famous,Negative,Positive,neg_pos
Not that Sydnee got me on hold for Lamont,Negative,Positive,neg_pos
"me to man , i need body heat",Negative,Positive,neg_pos
Wtf !!! My lil sister mother making them breakfast for dinner ✋,Negative,Positive,neg_pos
- GoodNight Or Whatever ✋✨❤✔,Negative,Positive,neg_pos
busts rhymes ft nicki minaj - twerk it ❤ &gt;&gt;&gt;&gt;&gt;&gt;&gt; I freeakin love it lol,Negative,Positive,neg_pos
@shirasmillie  I'm out,Negative,Positive,neg_pos
One day you here one day you there one day you care you so unfair,Negative,Positive,neg_pos
“@_Loadingggg: Texting this wanna be thug ! ” @ me if its at me,Negative,Positive,neg_pos
Trying not to be a bitch but im so petty lol,Negative,Positive,neg_pos
I wish somebody delivery a package for me,Negative,Positive,neg_pos
@iROB_hobos  I'm finna go to a meeting,Negative,Positive,neg_pos
@ZhayGorgeousss_  I need a middle finger emoji,Negative,Positive,neg_pos
That's What I Want&gt;&gt;&gt;Crawfish,Negative,Positive,neg_pos
"“@bitchImleigh: i miss you Maia !” Aww , I miss you too",Negative,Positive,neg_pos
@TheLifeOfWeak naw rs tho I'm high as shit like yooo that's really crazy as shit! lol,Negative,Positive,neg_pos
"Gucci bandanna Gucci, Gucci bandanna aye..!!!",Negative,Positive,neg_pos
“@jadorelachelle_: @liveLOVElynniee and all the fine ones be old and taken”yessss,Negative,Positive,neg_pos
Soooo we all tweeting bout Emojis tonight ✊✊☺#⃣⬇9⃣2⃣9⃣⛅⛅☁⚡⚡,Negative,Positive,neg_pos
"bae said \ baby ion care if you 600 pounds I'm gonna still want you &amp; love you , you just can't ride me "" """,Negative,Positive,neg_pos
I'm want to do something funnnnnnnnn OMG ....I that has been done since school was over Is smoke and drink,Negative,Positive,neg_pos
Went Too Bed Early &amp;&amp; Still Tired,Negative,Positive,neg_pos
I swear ken going get my ma hip to ig,Negative,Positive,neg_pos
Jameria is a mess,Negative,Positive,neg_pos
My Class Dry ass Shit,Negative,Positive,neg_pos
This Dame Sed If U Dont Pay 300$ Phone Bill You Can't Talk To Me,Negative,Positive,neg_pos
@DBlock_4O u don't know him,Negative,Positive,neg_pos
Tamar x All the way home &gt;&gt;&gt;&gt;&gt;&gt;&gt;,Negative,Positive,neg_pos
"Titus need to hurry up &amp; call me back., I miss his voice already!",Negative,Positive,neg_pos
"Bitches will FRAUD about fucking wit a nigga just to make you mad 
#BitchSYDAD!!",Negative,Positive,neg_pos
-  I'm missing my show,Negative,Positive,neg_pos
been up since 8,Negative,Positive,neg_pos
Bye Ordering food ✌,Negative,Positive,neg_pos
Rip lil saint,Negative,Positive,neg_pos
“@_kiss_myCHEEKS: She need to stop with that bang.”,Negative,Positive,neg_pos
“@ChieffConceited: wearing designer shit DOES NOT MEAN YOU CAN DRESS  ”,Negative,Positive,neg_pos
I need gas  again,Negative,Positive,neg_pos
See that's why I need a boo friend to give me back my money I lost!  lol but serious,Negative,Positive,neg_pos
teanna so bitter bruh,Negative,Positive,neg_pos
Don't Feel Like It Tho,Negative,Positive,neg_pos
@_terikaa o em gee ~,Negative,Positive,neg_pos
finna eat &amp; go to sleep,Negative,Positive,neg_pos
"We always have these lil ass arguments , but she know who Papi is lol",Negative,Positive,neg_pos
It's time for a new Avi bruhhh,Negative,Positive,neg_pos
“@nishadoll21: I don't even like Ig nomore shit phoney” yess,Negative,Positive,neg_pos
Son just got his official first butt whooping,Negative,Positive,neg_pos
“@MomOfSue22: @ImMeE_18 I was looking for y'all heffas we usually talk all day”I know right bitches got dick an don't now how to act,Negative,Positive,neg_pos
yooo I'm really bored  nobody wanna text me but idc !,Negative,Positive,neg_pos
Damn I really hate you !,Negative,Positive,neg_pos
And I'm hungry as shit #BadCombination,Negative,Positive,neg_pos
"\@_EnvyDanielle: We all a sucka for 
 SOMEBODY.""""",Negative,Positive,neg_pos
“@okcool_: Bitches be doing all that twerking and be fucking like they stick people” truuee,Negative,Positive,neg_pos
I just walked out side my fat ass almost fainted.  Whoooooa,Negative,Positive,neg_pos
@_BedRoomBodyTee Who You Talking About ??,Negative,Positive,neg_pos
“@JayStackss__: Why can't oomf just live right by me”,Negative,Positive,neg_pos
Somewhere between I'm hungry and I'm starving,Negative,Positive,neg_pos
Screaming!!!!!!!!! I shoulda brought my main!!!!!!!!,Negative,Positive,neg_pos
Mall run today,Negative,Positive,neg_pos
Somebody take me to the game,Negative,Positive,neg_pos
I wish y'all would keep that fool out my tl,Negative,Positive,neg_pos
"LMFAOOO \I got caught with a woman not a Man U ain't eem know it"" """,Negative,Positive,neg_pos
I wanted to shake it like a red nose,Negative,Positive,neg_pos
@Madioooooo__ I'm about to do my hair,Negative,Positive,neg_pos
She kept all mariyah baby clothes  mariyah is almost 6 wtf is wrong with this lady,Negative,Positive,neg_pos
@Heydaee noooooo why???? Y'all was the best couple,Negative,Positive,neg_pos
at work bored,Negative,Positive,neg_pos
Take their pics down,Negative,Positive,neg_pos
I don't like this feeling.,Negative,Positive,neg_pos
No game Friday,Negative,Positive,neg_pos
@Real_Tayler ooooh that's like one out of a billion ! Turnnnn uppppp  lmao,Negative,Positive,neg_pos
I am so use to rough niggas so when a nice one come around I don't kno what to say sometimes,Negative,Positive,neg_pos
@CreateURDestini I ain't do nothin,Negative,Positive,neg_pos
"Lls this man said \don't correct the way I talk to my mova, before l steal the shit out you and your own mova""  #Mahni""",Negative,Positive,neg_pos
@OneFineAssGirl bitch his momma dead,Negative,Positive,neg_pos
Shanera dunked that bitch and broke the rim  that's some Squaaad shit,Negative,Positive,neg_pos
My sister always talking about to some delta shit  Jesus,Negative,Positive,neg_pos
Nobody Tryna Talk To Me This Morning . Why? I feel A Way iThink its Cuz Of This RA Uniform,Negative,Positive,neg_pos
Lmao. He STEADY wanna playyyyy. Ion got the time. Cause he know,Negative,Positive,neg_pos
"But Whewwww , He's Fucking Cuteeeee Man",Negative,Positive,neg_pos
I still want a Helly,Negative,Positive,neg_pos
“@Shaawwtaay: Slap me with your strap make me beg for that dick ”yaaaas hunny!,Negative,Positive,neg_pos
It takes a hour for that shit to cook though  .. Ima fall asleep,Negative,Positive,neg_pos
I'm mad tired but I got mad homework to do,Negative,Positive,neg_pos
@xoxo_jsh dang homie  the struggle lol,Negative,Positive,neg_pos
"“@_aboveCEElevel: Death at a funeral on , dis movie funny ashit ”",Negative,Positive,neg_pos
Texted Bootyie She Must Shleep,Negative,Positive,neg_pos
“@HisSIN_Sation: @mskellybundy well my nigga have been acting crazy is it to late to try something new or nah?? ”  nah,Negative,Positive,neg_pos
"She said \y'all foreign asses rude as shyt"" """,Negative,Positive,neg_pos
idgaf bout your life story lil bitch,Negative,Positive,neg_pos
but I know he going be texting me all day ✋,Negative,Positive,neg_pos
@xo_TeAmo_ @Tunechi_FL  I feed her alot lmao she just got sick . Her name was princess lmao,Negative,Positive,neg_pos
I Don't Do Roller Coasters Kno More Ather What i see on tv,Negative,Positive,neg_pos
I'm left my jewelry &amp; All!!!,Negative,Positive,neg_pos
"if I leave for the shop at 11 , ima be at my school at like 1",Negative,Positive,neg_pos
I'm sleepy af,Negative,Positive,neg_pos
Somebody tell my lil sister @jusliteskin  I miss her,Negative,Positive,neg_pos
@PrincessLashae_ Avi &gt;&gt;&gt;&gt;&gt;&gt;&gt;,Negative,Positive,neg_pos
Why They Keep Dunning This Girl On Ig Tho,Negative,Positive,neg_pos
i cant breathe,Negative,Positive,neg_pos
"\@Queens_Effect: And how tf yhu know i was tweeting about yhu ? Sit down  _/ with ya LURKING  Ass !"" mira boo what happened""",Negative,Positive,neg_pos
@indyyyyyyyyy_ lmaoooooooo. i just died!,Negative,Positive,neg_pos
"If They Free My Baby This Week &gt;&gt;&gt;&gt;&gt; #FreeLloyd , I Miss My Babyyyyy !!!!!",Negative,Positive,neg_pos
@Adorabledeion__ can you text me yet bae,Negative,Positive,neg_pos
@LilJuMadeDaBeat  nooooo! Ju!,Negative,Positive,neg_pos
✌ this g ride,Negative,Positive,neg_pos
@whatSYDEIKAsay  lol yeah Go King James,Negative,Positive,neg_pos
"Baby girl fuck fa a buck Get loose fa da 2 &amp; believe she can suck On her knees fa da 3, get low fa da 4, go live fa da 5 she a do it fasho",Negative,Positive,neg_pos
Awwwthey mad Kobe put LB on lockdown,Negative,Positive,neg_pos
People all shopping for they stuff for they dorms,Negative,Positive,neg_pos
Ugh I don't wanna get up at 5,Negative,Positive,neg_pos
All I wanted was biscuits &amp; hash browns she giving me a hard time,Negative,Positive,neg_pos
Nigga said what's her name,Negative,Positive,neg_pos
I'm hungry!!!!!!,Negative,Positive,neg_pos
I'm so gone,Negative,Positive,neg_pos
@I_AmJadaaa  no you never told me you smoke,Negative,Positive,neg_pos
I'm booooreeed  my mother needs to hurry up!,Negative,Positive,neg_pos
No pick  fade going nappy today,Negative,Positive,neg_pos
She Be  Pissing TJ Off With That Name,Negative,Positive,neg_pos
I massage would be love right now,Negative,Positive,neg_pos
I been wanted #oomf but now I can't have him,Negative,Positive,neg_pos
"Den She Got Mad &amp; Said Im Not Leavin Early w| Her , K Kool ! ✌️✌️",Negative,Positive,neg_pos
Kordei Hate Getting Hair Done,Negative,Positive,neg_pos
Don't you hate when somebody sleeping on the side of you snoring then they blow they breathe and it almost kills you ? ✋,Negative,Positive,neg_pos
Nigga talm bout hooping but I bet dey ain't gone let me go  but dey my nigga's doe,Negative,Positive,neg_pos
Ion like texting mfs without iPhones,Negative,Positive,neg_pos
That girl pilar dress like a old lady yo,Negative,Positive,neg_pos
Amari just won't go to sleep !! Ughhhhh,Negative,Positive,neg_pos
@1_Eyedea_ lmao these bastards are AWFUL! I swear!,Negative,Positive,neg_pos
I was looking for La'Bria couldn't find her ass though,Negative,Positive,neg_pos
Gotta go to MAC,Negative,Positive,neg_pos
“@TygaBowers: @Swisha_2Sweet @ambitiousss_asm peanut head? *loading jokes*”  ohh heyy Carrington !!! I was just playin,Negative,Positive,neg_pos
I HATE BEING SOBER,Negative,Positive,neg_pos
iphone blowing me,Negative,Positive,neg_pos
I left my uggs at home,Negative,Positive,neg_pos
I Hate playing Gary  he so TRASH IN 2k,Negative,Positive,neg_pos
broke niggas do dumb shit when they get a couple dollars,Negative,Positive,neg_pos
"“@Milton360Cotton: Oomf ugly as shit, then got the nerve to have a collage for an Avi so we can see her ugly ass x4”",Negative,Positive,neg_pos
I need out this house like now,Negative,Positive,neg_pos
it's 3 &amp; my ass not sleep,Negative,Positive,neg_pos
"“@Adorabledeion__: @Deonteeee lol oh I'm slow, I was like what Deonte ass do now!” I'm finna text you",Negative,Positive,neg_pos
Oh yeah &amp;' I'm bored,Negative,Positive,neg_pos
“@_indaydreams: how bitches be hating you over a nigga that dont even belong to them i just cant understand it”‼️‼️‼️‼️‼️,Negative,Positive,neg_pos
I miss my nephew,Negative,Positive,neg_pos
These Niggas Go At Anything With A Vagina Shit Is Sick,Negative,Positive,neg_pos
I want another tattoo,Negative,Positive,neg_pos
@KateBOSS__  leave me lone big peepin ass,Negative,Positive,neg_pos
“@COOLASSEMMY: @blonde_mason oh lord half a screenshots or nah” nah everybody wanna speak up,Negative,Positive,neg_pos
&amp; I really wanna eat 1! But I don't wanna it be a empty spot!,Negative,Positive,neg_pos
I really don't give no fucks ✋✌️☝️,Negative,Positive,neg_pos
I want a galaxy fish sandwich,Negative,Positive,neg_pos
I can have a whole conversation with emojis lol,Negative,Positive,neg_pos
mfs was too high to even talk,Negative,Positive,neg_pos
It's funny but it ain't funny,Negative,Positive,neg_pos
Nigga really tryna set me up he won't share  to I come back that's some petty as shit,Negative,Positive,neg_pos
People really will go broke trying to look rich,Negative,Positive,neg_pos
Lol not this old song !! A hahahaha,Negative,Positive,neg_pos
“@_LovelyyyLondi:  “@JENandJuice216: “@JazzieGurl417: I'm back down! ”””,Negative,Positive,neg_pos
Whit don't feel bad I'm layn in my bed eatin oatmeal pies,Negative,Positive,neg_pos
I wanna get OTP,Negative,Positive,neg_pos
YALL KILLING ME with these tweets!! #Catfish,Negative,Positive,neg_pos
Monet doesn't like me.,Negative,Positive,neg_pos
Idk what I wanna eat hungry .....,Negative,Positive,neg_pos
Yesssssss DFL  NOT ME,Negative,Positive,neg_pos
“@iAm_AYEMcClain: Gotta feelin ima be up all night doin homework.. ”,Negative,Positive,neg_pos
#oomf gotta sexy ass pic on IG,Negative,Positive,neg_pos
"16wks , ive been pregnant for 112 days",Negative,Positive,neg_pos
“@worldwidemonbon: WATCHHHH YOOO MOUTH ”,Negative,Positive,neg_pos
I'jha text so Slow Lol,Negative,Positive,neg_pos
Vampin on accident.,Negative,Positive,neg_pos
beauty shop in the morning...,Negative,Positive,neg_pos
Not tryin stand In that line Saturday,Negative,Positive,neg_pos
Gotta be up early but can't....stop....studying,Negative,Positive,neg_pos
They outta pocket,Negative,Positive,neg_pos
idk whts wroser tha grls niggas or tha internet,Negative,Positive,neg_pos
@CoolxDxpee He Not Funny,Negative,Positive,neg_pos
"\@dess__TAJ: I get lonely too """"",Negative,Positive,neg_pos
"All we eat is take out ,",Negative,Positive,neg_pos
I wish oladipo was my brother  since everybody say we look alike,Negative,Positive,neg_pos
Yoooo ! Wait this nigga Ramon tryna get his fame up by faking his way to Catfish ??? Nahhhhh,Negative,Positive,neg_pos
Ol non pigeon sounding ass bitch,Negative,Positive,neg_pos
“@OmgoshDiamond: Drake wouldn't have me feeling like this ”,Negative,Positive,neg_pos
